sort v2024,species_code,Clements v2024b change,text for website v2024b,category,English name,scientific name,range,order,family,extinct,extinct year,sort_v2023,de_name,es_name,ukrainian_name,ar_name
18535,babcuc11,,,subspecies,Black-faced Cuckooshrike,Coracina striata sumatrensis,"central and southern Thai-Malay Peninsula, Sumatra, and Borneo",Passeriformes,Campephagidae (Cuckooshrikes),,,18388,Sumatra-Kuckucksschnäpper,Chincheta rayada de Sumatra,Суматранський строкатий коріцин,كوراسينا مخططة سومطرية
18536,babcuc12,,,subspecies,Black-faced Cuckooshrike,Coracina striata bungurensis,Anambas and Natuna islands (South China Sea),Passeriformes,Campephagidae (Cuckooshrikes),,,18389,Gestreifte Schmalschnabel-Kuckuckshäher,Chiví listado bungurensis,Смугастий коріцин бунгуренсис,كوراسينا سترياتا بنغورنسيس
18537,babcuc13,range,"range changed from ""Simeulue Island (off northwestern Sumatra)"" to ""Simeulue (off northwestern Sumatra)""",subspecies,Black-faced Cuckooshrike,Coracina striata simalurensis,Simeulue (off northwestern Sumatra),Passeriformes,Campephagidae (Cuckooshrikes),,,18390,Simalur-Schwarzschnäpper,Chincol rayado de Simalur,Сималурський смугастий коріцин,كوراسينا سترياتا سيمالورينسيس
18538,babcuc14,,,subspecies,Black-faced Cuckooshrike,Coracina striata babiensis,Babi Island (off west-central Sumatra),Passeriformes,Campephagidae (Cuckooshrikes),,,18391,Streifenwürger,Chincol rayado,Смугастий королівський сорокопуд,الغراب المخطط
18539,babcuc15,range,"range changed from ""Nias Island (off northwestern Sumatra)"" to ""Nias (off northwestern Sumatra)""",subspecies,Black-faced Cuckooshrike,Coracina striata kannegieteri,Nias (off northwestern Sumatra),Passeriformes,Campephagidae (Cuckooshrikes),,,18392,Gestreifte Rabenwürger,Chincheta rayada,Смугастий коріцин,كوراسينا سترياتا كانيجييتيري
18540,babcuc16,range,"range changed from ""Enggano Island (off southwestern Sumatra)"" to ""Enggano (off southwestern Sumatra)""",subspecies,Grey-capped Cuckooshrike,Coracina striata enganensis,Enggano (off southwestern Sumatra),Passeriformes,Campephagidae (Cuckooshrikes),,,18393,Engan-Kuckucksschnäpper,Chincol rayado de Engano,Енганська смугаста корцина,كوراسينا سترياتا إنغانينسيس
18541,babcuc17,,,subspecies,Black-faced Cuckooshrike,Coracina striata vordermani,Kangean Islands (Java Sea),Passeriformes,Campephagidae (Cuckooshrikes),,,18394,Gestreifte Rabenwürger,Chincheta estriada,Смугастий королик,الغراب المخطط
18542,babcuc3,,,group (polytypic),Bar-bellied Cuckooshrike (Philippine),Coracina striata [striata Group],,Passeriformes,Campephagidae (Cuckooshrikes),,,18395,Streifen-Bartwürger,Chincheta Barrigiblanca,Смугастий бородатий сорокопуд,كوراسينا سترياتا
18543,babcuc18,split; sequence,"Bar-bellied Cuckooshrike Coracina striata is split into Mindoro Cuckooshrike Coracina mindorensis, Visayan Cuckooshrike Coracina panayensis, Mindanao Cuckooshrike Coracina kochii (with subspecies boholensis and kochii), Sulu Cuckooshrike Coracina guillemardi, and Bar-bellied Cuckooshrike Coracina striata (with subspecies sumatrensis, bungurensis, simalurensis, babiensis, kannegieteri, enganensis, vordermani, striata, cebuensis, and difficilis)",subspecies,Black-faced Cuckooshrike,Coracina striata striata,"northern Philippines (Luzon, Polillo, and Lubang)",Passeriformes,Campephagidae (Cuckooshrikes),,,18396,Gestreifter Graufischer,Chincol rayado,Смугастий коріцин,كوراسينا مخططة
18544,babcuc21,split; sequence,"Bar-bellied Cuckooshrike Coracina striata is split into Mindoro Cuckooshrike Coracina mindorensis, Visayan Cuckooshrike Coracina panayensis, Mindanao Cuckooshrike Coracina kochii (with subspecies boholensis and kochii), Sulu Cuckooshrike Coracina guillemardi, and Bar-bellied Cuckooshrike Coracina striata (with subspecies sumatrensis, bungurensis, simalurensis, babiensis, kannegieteri, enganensis, vordermani, striata, cebuensis, and difficilis)",subspecies,Black-faced Cuckooshrike,Coracina striata cebuensis,west-central Cebu (Philippines); probably extinct,Passeriformes,Campephagidae (Cuckooshrikes),,,18399,Gestreifte Schmalschnabel-Kuckuckshäher,Chiví rayado de Cebú,Смугастий коріцин королівський (Цебу),كوراسينا سترياتا سيبوانسيس
18545,babcuc23,split; sequence,"Bar-bellied Cuckooshrike Coracina striata is split into Mindoro Cuckooshrike Coracina mindorensis, Visayan Cuckooshrike Coracina panayensis, Mindanao Cuckooshrike Coracina kochii (with subspecies boholensis and kochii), Sulu Cuckooshrike Coracina guillemardi, and Bar-bellied Cuckooshrike Coracina striata (with subspecies sumatrensis, bungurensis, simalurensis, babiensis, kannegieteri, enganensis, vordermani, striata, cebuensis, and difficilis)",subspecies,Black-faced Cuckooshrike,Coracina striata difficilis,"southwestern Philippines (Palawan, Busuanga, and Balabac)",Passeriformes,Campephagidae (Cuckooshrikes),,,18401,Streifen-Maskenschnäpper,Chincheta rayada,Смугастий королівський сорокопуд,السنونو المخطط
18546,babcuc19,split; sequence,"Bar-bellied Cuckooshrike Coracina striata is split into Mindoro Cuckooshrike Coracina mindorensis, Visayan Cuckooshrike Coracina panayensis, Mindanao Cuckooshrike Coracina kochii (with subspecies boholensis and kochii), Sulu Cuckooshrike Coracina guillemardi, and Bar-bellied Cuckooshrike Coracina striata (with subspecies sumatrensis, bungurensis, simalurensis, babiensis, kannegieteri, enganensis, vordermani, striata, cebuensis, and difficilis)",species,Mindoro Cuckooshrike,Coracina mindorensis,"west-central Philippines (Mindoro, Libagao, and Tablas)",Passeriformes,Campephagidae (Cuckooshrikes),,,18397,Mindoro-Kuckucksschnäpper,Chincheta de Mindoro,Міндорський зозуленя,كوراسينا ميندورينسيس
18547,babcuc5,split; range; sequence,"Bar-bellied Cuckooshrike Coracina striata is split into Mindoro Cuckooshrike Coracina mindorensis, Visayan Cuckooshrike Coracina panayensis, Mindanao Cuckooshrike Coracina kochii (with subspecies boholensis and kochii), Sulu Cuckooshrike Coracina guillemardi, and Bar-bellied Cuckooshrike Coracina striata (with subspecies sumatrensis, bungurensis, simalurensis, babiensis, kannegieteri, enganensis, vordermani, striata, cebuensis, and difficilis); range changed from ""Philippines (Guimaras, Masbate, Panay, Ticao, and Negros)"" to ""central Philippines (Panay and Negros, at least formerly Guimaras, Masbate, and Ticao)""",species,Visayan Cuckooshrike,Coracina panayensis,"central Philippines (Panay and Negros, at least formerly Guimaras, Masbate, and Ticao)",Passeriformes,Campephagidae (Cuckooshrikes),,,18403,Visayakuckucksschnäpper,Chincheta visaya,Вісаянський кукшайр,فيزايان كوكسشريك
18548,mincuc1,split; sequence,"Bar-bellied Cuckooshrike Coracina striata is split into Mindoro Cuckooshrike Coracina mindorensis, Visayan Cuckooshrike Coracina panayensis, Mindanao Cuckooshrike Coracina kochii (with subspecies boholensis and kochii), Sulu Cuckooshrike Coracina guillemardi, and Bar-bellied Cuckooshrike Coracina striata (with subspecies sumatrensis, bungurensis, simalurensis, babiensis, kannegieteri, enganensis, vordermani, striata, cebuensis, and difficilis)",species,Mindanao Cuckooshrike,Coracina kochii,,Passeriformes,Campephagidae (Cuckooshrikes),,,,Mindanao-Kuckucksschnäpper,Chotacabras de Mindanao,Мінданаоський зозуленя,كوراسينا كوشي
18549,babcuc20,split; sequence,"Bar-bellied Cuckooshrike Coracina striata is split into Mindoro Cuckooshrike Coracina mindorensis, Visayan Cuckooshrike Coracina panayensis, Mindanao Cuckooshrike Coracina kochii (with subspecies boholensis and kochii), Sulu Cuckooshrike Coracina guillemardi, and Bar-bellied Cuckooshrike Coracina striata (with subspecies sumatrensis, bungurensis, simalurensis, babiensis, kannegieteri, enganensis, vordermani, striata, cebuensis, and difficilis)",subspecies,Black-faced Cuckooshrike,Coracina kochii boholensis,"east-central Philippines (Bohol, Leyte, Panaon, Calicoan, and Samar)",Passeriformes,Campephagidae (Cuckooshrikes),,,18398,Bohol-Kuckucksschnäpper,Chiví de Bohol,Боголійський коріцин,كوراسينا كوشي بوهولنسيس
18550,babcuc22,split; sequence,"Bar-bellied Cuckooshrike Coracina striata is split into Mindoro Cuckooshrike Coracina mindorensis, Visayan Cuckooshrike Coracina panayensis, Mindanao Cuckooshrike Coracina kochii (with subspecies boholensis and kochii), Sulu Cuckooshrike Coracina guillemardi, and Bar-bellied Cuckooshrike Coracina striata (with subspecies sumatrensis, bungurensis, simalurensis, babiensis, kannegieteri, enganensis, vordermani, striata, cebuensis, and difficilis)",subspecies,Black-faced Monarch,Coracina kochii kochii,"southern Philippines (Mindanao, Nipa, and Basilan)",Passeriformes,Campephagidae (Cuckooshrikes),,,18400,Kochs Schwalbenschnäpper,Chotacabras de Koch,Кохів королівський вороновий дрізд,كوراسينا كوكي كوكي
18551,babcuc24,split; sequence,"Bar-bellied Cuckooshrike Coracina striata is split into Mindoro Cuckooshrike Coracina mindorensis, Visayan Cuckooshrike Coracina panayensis, Mindanao Cuckooshrike Coracina kochii (with subspecies boholensis and kochii), Sulu Cuckooshrike Coracina guillemardi, and Bar-bellied Cuckooshrike Coracina striata (with subspecies sumatrensis, bungurensis, simalurensis, babiensis, kannegieteri, enganensis, vordermani, striata, cebuensis, and difficilis)",species,Sulu Cuckooshrike,Coracina guillemardi,southern Philippines (Sulu Archipelago),Passeriformes,Campephagidae (Cuckooshrikes),,,18402,Sulu-Kuckucksschnäpper,Chincheta de Sulu,сулуський кукулін,طائر السولو كوكوشريك
18552,andcus1,,,species,Andaman Cuckooshrike,Coracina dobsoni,Andaman Islands,Passeriformes,Campephagidae (Cuckooshrikes),,,18404,Andaman-Kuckucksschnäpper,Chincheta de Andamán,андманський зозулинник,طائر أندامان كوكوشريك
18553,suncus1,,,species,Sunda Cuckooshrike,Coracina larvata,,Passeriformes,Campephagidae (Cuckooshrikes),,,18405,Sunda-Kuckucksschnäpper,Chincheta de Sunda,Сунда кукушковий сорокопуд,كوراسينا لارفاتا
18554,suncuc1,,,subspecies,Black-faced Cuckooshrike,Coracina larvata melanocephala,mountains of Sumatra,Passeriformes,Campephagidae (Cuckooshrikes),,,18406,Schwarzkopf-Kuckucksschnäpper,Boyerito cabecinegro,Чорноголова корцина,كوراسينا لارفاتا ميلانوسيفالا
18555,suncuc3,,,subspecies,Black-faced Cuckooshrike,Coracina larvata normani,mountains of Borneo,Passeriformes,Campephagidae (Cuckooshrikes),,,18407,Normans Graukopfsperber,Chiví de Normán,Нормановий сірохвостий сорокопуд,نورمان كوراسينا لارفاتا
18556,suncuc4,,,subspecies,Black-faced Cuckooshrike,Coracina larvata larvata,mountains of Java,Passeriformes,Campephagidae (Cuckooshrikes),,,18408,Larvata-Kuckucksschnäpper,Chotacabras larvata,Ларвата корцина,كوراسينا لارفاتا لارفاتا
18557,walcus1,,,species,Wallacean Cuckooshrike,Coracina personata,,Passeriformes,Campephagidae (Cuckooshrikes),,,18410,Wallacescher Kukuksvogel,Chincheta de Wallace,Валласький кукушковий сорокопуд,كوراسينا بيرسوناتا
18558,walcuc1,new group,Add new group Wallacean Cuckooshrike (Kai) Coracina personata pollens,group (monotypic),Wallacean Cuckooshrike (Kai),Coracina personata pollens,"Kai Islands (Kai Kecil, Kai Besar, and Add)",Passeriformes,Campephagidae (Cuckooshrikes),,,18412,Masken-Mangrovenwürger,Manglero enmascarado,Мангровий масковий вороновий вивільга,مغرد المانغروف المقنع
18559,walcuc2,new group,Add new group Wallacean Cuckooshrike (Flores) Coracina personata floris,group (monotypic),Wallacean Cuckooshrike (Flores),Coracina personata floris,"Lesser Sundas (Sumbawa, Komodo, Rinca, Besar, and Flores)",Passeriformes,Campephagidae (Cuckooshrikes),,,18413,Blassmasken-Coracina,Coracina enmascarada de Floris,Воллесів кукушковий сорокопуд (Флорес),طائر الوقواق والاس (فلوريس)
18560,walcuc4,new group,Add new group Wallacean Cuckooshrike (Sumba) Coracina personata sumbensis,group (monotypic),Wallacean Cuckooshrike (Sumba),Coracina personata sumbensis,Sumba (Lesser Sundas),Passeriformes,Campephagidae (Cuckooshrikes),,,18414,Sumbainselsperber,Chincheta de Sumba,Воллесів кукуленя (Сумба),الوقواق والاس (سومبا)
18561,walcuc5,new group,Add new group Wallacean Cuckooshrike (Timor) Coracina personata personata,group (monotypic),Wallacean Cuckooshrike (Timor),Coracina personata personata,"Lesser Sundas (Rote, Semau, Timor, Wetar, Leti, Moa, and Sermata)",Passeriformes,Campephagidae (Cuckooshrikes),,,18415,Masken-Maskenschnäpper,Chincheta enmascarada,Маскова кориця,الغراب القناعي
18562,walcuc6,new group,Add new group Wallacean Cuckooshrike (Tanimbar) Coracina personata unimoda,group (monotypic),Wallacean Cuckooshrike (Tanimbar),Coracina personata unimoda,"Tanimbar Islands (Yamdena, Larat, and Lutu)",Passeriformes,Campephagidae (Cuckooshrikes),,,18416,Masken-Maskenkuckuck,Chincheta enmascarada,Маскова кориця (підвид),كوراسينا المنقوشة
18563,walcuc3,,,group (monotypic),Wallacean Cuckooshrike (Alor),Coracina personata alfrediana,Lesser Sundas (Lomblen and Alor),Passeriformes,Campephagidae (Cuckooshrikes),,,18417,Masken-Mangrove,Manglero enmascarado,Мангровий масковий воронець,الغراب المانغروف المقنع
18564,halcus1,name change - sciname; sequence,"Move monotypic Halmahera Cuckooshrike Celebesia parvula into Coracina, as monotypic Halmahera Cuckooshrike Coracina parvula",species,Halmahera Cuckooshrike,Coracina parvula,Halmahera (northern Moluccas),Passeriformes,Campephagidae (Cuckooshrikes),,,18518,Halmahera-Kuckucksschnäpper,Chincheta de Halmahera,Галмахерський зозуля-сорокопуд,طائر الحمى هيرا كوكوشريك
18565,burcus1,,,species,Buru Cuckooshrike,Coracina fortis,forest of Buru (southern Moluccas),Passeriformes,Campephagidae (Cuckooshrikes),,,18418,Buru-Kuckucksschnäpper,Chincheta de Buru,Буру кукушковий сорокопуд,كوراسينا فورتيس
18566,whrcus1,,,species,White-rumped Cuckooshrike,Coracina leucopygia,lowlands of Sulawesi and adjacent islands,Passeriformes,Campephagidae (Cuckooshrikes),,,18419,Weißrückenkuckucksvogel,Chincol de lomo blanco,Білохвостий кукушковий сорокопуд,الطائر الغراباني ذو الظهر الأبيض
18567,slacus1,,,species,Slaty Cuckooshrike,Coracina schistacea,Banggai and Sula islands (off eastern Sulawesi),Passeriformes,Campephagidae (Cuckooshrikes),,,18420,Schiefer-Kuckucksschnäpper,Chincol pizarra,Сланцевий кукушкодзьоб,كوراسينا شيستاسيا
